FL_DATE,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,CANCELLATION_CODE,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 28
2018-08-01,20304,N134SY,5425,14771,1477104,32457,SFO,13891,1389101,32575,ONT,1720,1717.0,-3.0,0.0,1838.0,-18.0,0.0,0.0,,96.0,81.0,,,,,,
2018-08-01,20304,N880AS,5443,14679,1467903,33570,SAN,12892,1289208,32575,LAX,1035,1029.0,-6.0,0.0,1125.0,-4.0,0.0,0.0,,54.0,56.0,,,,,,
2018-08-01,20304,N967SW,5445,14771,1477104,32457,SFO,14893,1489302,33192,SMF,723,715.0,-8.0,0.0,800.0,-14.0,0.0,0.0,,51.0,45.0,,,,,,
2018-08-01,20304,N151SY,5451,14679,1467903,33570,SAN,12892,1289208,32575,LAX,1346,1355.0,9.0,9.0,1443.0,3.0,3.0,0.0,,54.0,48.0,,,,,,
2018-08-01,20304,N780SK,5459,14771,1477104,32457,SFO,14893,1489302,33192,SMF,935,931.0,-4.0,0.0,1038.0,5.0,5.0,0.0,,58.0,67.0,,,,,,
2018-08-01,20304,N142SY,5466,14771,1477104,32457,SFO,14893,1489302,33192,SMF,1255,1252.0,-3.0,0.0,1402.0,9.0,9.0,0.0,,58.0,70.0,,,,,,
2018-08-01,20304,N144SY,5473,14771,1477104,32457,SFO,14893,1489302,33192,SMF,1525,1521.0,-4.0,0.0,1606.0,-17.0,0.0,0.0,,58.0,45.0,,,,,,
2018-08-01,20304,N967SW,5491,14893,1489302,33192,SMF,14771,1477104,32457,SFO,844,832.0,-12.0,0.0,939.0,-16.0,0.0,0.0,,71.0,67.0,,,,,,
2018-08-01,20304,N106SY,5513,14893,1489302,33192,SMF,12892,1289208,32575,LAX,950,951.0,1.0,1.0,1158.0,24.0,24.0,0.0,,104.0,127.0,0.0,0.0,23.0,0.0,1.0,
2018-08-01,20304,N142SY,5524,14893,1489302,33192,SMF,14771,1477104,32457,SFO,1429,1438.0,9.0,9.0,1526.0,-2.0,0.0,0.0,,59.0,48.0,,,,,,
2018-08-01,20304,N144SY,5531,14893,1489302,33192,SMF,14771,1477104,32457,SFO,1700,1654.0,-6.0,0.0,1803.0,4.0,4.0,0.0,,59.0,69.0,,,,,,
2018-08-01,20304,N927SW,5564,14771,1477104,32457,SFO,13891,1389101,32575,ONT,725,740.0,15.0,15.0,913.0,19.0,19.0,0.0,,89.0,93.0,15.0,0.0,4.0,0.0,0.0,
2018-08-01,20304,N151SY,5573,12892,1289208,32575,LAX,14771,1477104,32457,SFO,1500,1523.0,23.0,23.0,1638.0,6.0,6.0,0.0,,92.0,75.0,,,,,,
2018-08-01,20304,N929SW,5583,12892,1289208,32575,LAX,14893,1489302,33192,SMF,1804,1756.0,-8.0,0.0,1944.0,3.0,3.0,0.0,,97.0,108.0,,,,,,
2018-08-01,20304,N156SY,5592,14908,1490803,32575,SNA,14771,1477104,32457,SFO,2025,2019.0,-6.0,0.0,2143.0,-10.0,0.0,0.0,,88.0,84.0,,,,,,
2018-08-01,20304,N106SY,5635,12892,1289208,32575,LAX,14893,1489302,33192,SMF,741,752.0,11.0,11.0,927.0,13.0,13.0,0.0,,93.0,95.0,,,,,,
2018-08-01,20304,N122SY,5637,14771,1477104,32457,SFO,10800,1080003,32575,BUR,2035,2031.0,-4.0,0.0,2139.0,-15.0,0.0,0.0,,79.0,68.0,,,,,,
